ticker,tte_bucket,p_raw,p_cal,market_p_yes,market_p_no,y_true
KXBTC15M-26JAN181445-45,420,0.38947,0.484718,0.47,0.54,0
KXBTC15M-26JAN181445-45,440,0.430688,0.509153,0.49,0.52,0
KXBTC15M-26JAN181445-45,460,0.517931,0.601872,0.59,0.42,0
KXBTC15M-26JAN181445-45,480,0.568592,0.639239,0.59,0.42,0
KXBTC15M-26JAN181445-45,500,0.505533,0.577567,0.59,0.42,0
KXBTC15M-26JAN181445-45,520,0.503993,0.563033,0.56,0.45,0
KXBTC15M-26JAN181445-45,540,0.503993,0.543691,0.56,0.45,0
KXBTC15M-26JAN181445-45,560,0.502678,0.539884,0.56,0.45,0
KXBTC15M-26JAN181445-45,580,0.502678,0.542698,0.6,0.42,0
KXBTC15M-26JAN181445-45,600,0.502678,0.540221,0.58,0.43,0
KXBTC15M-26JAN181445-45,620,0.502169,0.530263,0.55,0.46,0
KXBTC15M-26JAN181445-45,640,0.653865,0.676151,0.56,0.45,0
KXBTC15M-26JAN181445-45,660,0.695374,0.702755,0.63,0.38,0
KXBTC15M-26JAN181445-45,680,0.60124,0.607685,0.7,0.31,0
KXBTC15M-26JAN181445-45,700,0.561544,0.56105,0.71,0.3,0
KXBTC15M-26JAN181445-45,720,0.523668,0.539628,0.61,0.4,0
KXBTC15M-26JAN181500-00,80,0.010539,0.082693,0.02,0.99,0
KXBTC15M-26JAN181500-00,100,0.016243,0.169949,0.05,0.96,0
KXBTC15M-26JAN181500-00,120,0.016243,0.162691,0.09,0.93,0
KXBTC15M-26JAN181500-00,140,0.133509,0.173893,0.08,0.93,0
KXBTC15M-26JAN181500-00,160,0.118541,0.205117,0.1,0.91,0
KXBTC15M-26JAN181500-00,180,0.114281,0.213464,0.12,0.89,0
KXBTC15M-26JAN181500-00,200,0.132529,0.182544,0.13,0.89,0
KXBTC15M-26JAN181500-00,220,0.132529,0.192729,0.11,0.91,0
KXBTC15M-26JAN181500-00,240,0.158585,0.240659,0.13,0.88,0
KXBTC15M-26JAN181500-00,260,0.201062,0.236296,0.16,0.85,0
KXBTC15M-26JAN181500-00,280,0.068954,0.065315,0.2,0.81,0
KXBTC15M-26JAN181500-00,300,0.068954,0.076638,0.2,0.83,0
KXBTC15M-26JAN181500-00,320,0.188116,0.209034,0.19,0.87,0
KXBTC15M-26JAN181500-00,340,0.109012,0.114081,0.08,0.93,0
KXBTC15M-26JAN181500-00,360,0.109012,0.129841,0.11,0.91,0
KXBTC15M-26JAN181500-00,380,0.128112,0.13591,0.11,0.9,0
KXBTC15M-26JAN181500-00,400,0.128965,0.134285,0.11,0.9,0
KXBTC15M-26JAN181500-00,420,0.128112,0.15101,0.12,0.89,0
KXBTC15M-26JAN181500-00,440,0.203913,0.211417,0.16,0.85,0
KXBTC15M-26JAN181500-00,460,0.255613,0.277042,0.15,0.87,0
KXBTC15M-26JAN181500-00,480,0.266762,0.298641,0.25,0.76,0
KXBTC15M-26JAN181500-00,500,0.298136,0.331689,0.26,0.75,0
KXBTC15M-26JAN181500-00,520,0.310961,0.341429,0.26,0.75,0
KXBTC15M-26JAN181500-00,540,0.318075,0.378946,0.26,0.75,0
KXBTC15M-26JAN181500-00,560,0.32256,0.380491,0.29,0.72,0
KXBTC15M-26JAN181500-00,580,0.32256,0.389219,0.3,0.72,0
KXBTC15M-26JAN181500-00,600,0.260406,0.328685,0.31,0.72,0
KXBTC15M-26JAN181500-00,620,0.257426,0.296396,0.29,0.74,0
KXBTC15M-26JAN181500-00,640,0.228673,0.248363,0.19,0.82,0
KXBTC15M-26JAN181500-00,660,0.241372,0.284104,0.21,0.8,0
KXBTC15M-26JAN181500-00,680,0.235617,0.292975,0.21,0.8,0
KXBTC15M-26JAN181500-00,700,0.289217,0.354025,0.21,0.8,0
KXBTC15M-26JAN181500-00,720,0.301063,0.343303,0.25,0.76,0
KXBTC15M-26JAN181515-15,480,0.319637,0.361105,0.36,0.65,0
KXBTC15M-26JAN181515-15,500,0.380164,0.431251,0.36,0.65,0
KXBTC15M-26JAN181515-15,520,0.362354,0.401696,0.36,0.65,0
KXBTC15M-26JAN181515-15,540,0.359573,0.417108,0.39,0.62,0
KXBTC15M-26JAN181515-15,560,0.351937,0.407482,0.36,0.65,0
KXBTC15M-26JAN181515-15,580,0.289962,0.359525,0.31,0.7,0
KXBTC15M-26JAN181515-15,600,0.339677,0.401448,0.31,0.7,0
KXBTC15M-26JAN181515-15,620,0.35251,0.389847,0.32,0.69,0
KXBTC15M-26JAN181515-15,640,0.344703,0.368992,0.33,0.69,0
KXBTC15M-26JAN181515-15,660,0.366884,0.405841,0.28,0.73,0
KXBTC15M-26JAN181515-15,680,0.495628,0.520487,0.38,0.63,0
KXBTC15M-26JAN181515-15,700,0.499428,0.515245,0.48,0.53,0
KXBTC15M-26JAN181515-15,720,0.498302,0.517829,0.46,0.55,0
KXBTC15M-26JAN181800-00,80,0.883401,0.868164,0.81,0.23,1
KXBTC15M-26JAN181800-00,100,0.886474,0.888428,0.76,0.28,1
KXBTC15M-26JAN181800-00,120,0.883401,0.952619,0.77,0.24,1
KXBTC15M-26JAN181800-00,140,0.72317,0.879155,0.73,0.29,1
KXBTC15M-26JAN181800-00,160,0.72317,0.833558,0.72,0.29,1
KXBTC15M-26JAN181815-15,80,8.8e-05,0.003917,0.01,0.99,0
KXBTC15M-26JAN181815-15,100,8.2e-05,0.008655,0.01,0.99,0
KXBTC15M-26JAN181815-15,120,7e-05,0.003104,0.01,0.99,0
KXBTC15M-26JAN181815-15,140,0.000866,0.000322,0.01,0.99,0
KXBTC15M-26JAN181815-15,160,0.008861,0.016879,0.01,0.99,0
KXBTC15M-26JAN181815-15,180,0.008015,0.021415,0.01,0.99,0
KXBTC15M-26JAN181815-15,200,0.0105,0.012178,0.01,0.99,0
KXBTC15M-26JAN181815-15,220,0.00949,0.013508,0.01,0.99,0
KXBTC15M-26JAN181815-15,240,0.0105,0.015311,0.01,0.99,0
KXBTC15M-26JAN181815-15,260,0.016537,0.011821,0.01,0.99,0
KXBTC15M-26JAN181815-15,280,0.016537,0.011115,0.01,0.99,0
KXBTC15M-26JAN181815-15,300,0.016537,0.014505,0.01,0.99,0
KXBTC15M-26JAN181815-15,320,0.02434,0.014177,0.01,0.99,0
KXBTC15M-26JAN181815-15,340,0.028696,0.021224,0.03,0.97,0
KXBTC15M-26JAN181815-15,360,0.028435,0.028673,0.03,0.97,0
KXBTC15M-26JAN181815-15,380,0.032232,0.024597,0.03,0.97,0
KXBTC15M-26JAN181815-15,400,0.031545,0.023781,0.03,0.97,0
KXBTC15M-26JAN181815-15,420,0.032232,0.03197,0.01,0.99,0
KXBTC15M-26JAN181815-15,440,0.036459,0.023993,0.01,0.99,0
KXBTC15M-26JAN181815-15,460,0.010014,0.005485,0.01,0.99,0
KXBTC15M-26JAN181815-15,480,0.013546,0.011167,0.01,0.99,0
KXBTC15M-26JAN181815-15,500,0.010298,0.006827,0.01,0.99,0
KXBTC15M-26JAN181815-15,520,0.010298,0.007497,0.01,0.99,0
KXBTC15M-26JAN181815-15,540,0.010298,0.022695,0.01,0.99,0
KXBTC15M-26JAN181815-15,560,0.013518,0.028229,0.01,0.99,0
KXBTC15M-26JAN181815-15,580,0.017763,0.040998,0.01,0.99,0
KXBTC15M-26JAN181815-15,600,0.017763,0.039982,0.01,0.99,0
KXBTC15M-26JAN181815-15,620,0.025414,0.037242,0.01,0.99,0
KXBTC15M-26JAN181815-15,640,0.02405,0.027026,0.01,0.99,0
KXBTC15M-26JAN181815-15,660,0.03694,0.055187,0.03,0.98,0
KXBTC15M-26JAN181815-15,680,0.047801,0.084061,0.03,0.98,0
KXBTC15M-26JAN181815-15,700,0.075525,0.143421,0.05,0.96,0
KXBTC15M-26JAN181815-15,720,0.102155,0.142358,0.06,0.95,0
KXBTC15M-26JAN181830-30,80,0.000208,0.006838,0.01,0.99,0
KXBTC15M-26JAN181830-30,100,0.000245,0.0165,0.01,0.99,0
KXBTC15M-26JAN181830-30,120,0.000371,0.010872,0.01,0.99,0
KXBTC15M-26JAN181830-30,140,0.001592,0.000689,0.01,0.99,0
KXBTC15M-26JAN181830-30,160,0.00198,0.003797,0.01,0.99,0
KXBTC15M-26JAN181830-30,180,0.00148,0.004665,0.01,0.99,0
KXBTC15M-26JAN181830-30,200,0.007472,0.00842,0.02,0.99,0
KXBTC15M-26JAN181830-30,220,0.004854,0.006774,0.02,0.99,0
KXBTC15M-26JAN181830-30,240,0.008619,0.012461,0.04,0.97,0
KXBTC15M-26JAN181830-30,260,0.029451,0.023747,0.06,0.96,0
KXBTC15M-26JAN181830-30,280,0.017598,0.012006,0.06,0.95,0
KXBTC15M-26JAN181830-30,300,0.039702,0.040347,0.07,0.94,0
KXBTC15M-26JAN181830-30,320,0.043097,0.030172,0.16,0.85,0
KXBTC15M-26JAN181830-30,340,0.030953,0.023355,0.12,0.89,0
KXBTC15M-26JAN181830-30,360,0.038569,0.040484,0.11,0.9,0
KXBTC15M-26JAN181830-30,380,0.032126,0.024497,0.06,0.95,0
KXBTC15M-26JAN181830-30,400,0.065293,0.058304,0.06,0.95,0
KXBTC15M-26JAN181830-30,420,0.029007,0.028365,0.04,0.98,0
KXBTC15M-26JAN181830-30,440,0.399944,0.469633,0.16,0.85,0
KXBTC15M-26JAN181830-30,460,0.567069,0.657391,0.54,0.47,0
KXBTC15M-26JAN181830-30,480,0.576308,0.647253,0.61,0.4,0
KXBTC15M-26JAN181830-30,500,0.631174,0.712407,0.64,0.37,0
KXBTC15M-26JAN181830-30,520,0.56829,0.632721,0.66,0.38,0
KXBTC15M-26JAN181830-30,540,0.688817,0.699404,0.75,0.26,0
KXBTC15M-26JAN181830-30,560,0.678265,0.688269,0.76,0.26,0
KXBTC15M-26JAN181830-30,580,0.678307,0.685377,0.75,0.26,0
KXBTC15M-26JAN181830-30,600,0.693464,0.696351,0.7,0.31,0
KXBTC15M-26JAN181830-30,620,0.691866,0.702596,0.7,0.31,0
KXBTC15M-26JAN181830-30,640,0.582703,0.607143,0.54,0.49,0
KXBTC15M-26JAN181830-30,660,0.670977,0.680992,0.67,0.34,0
KXBTC15M-26JAN181830-30,680,0.648285,0.646671,0.7,0.31,0
KXBTC15M-26JAN181830-30,700,0.66869,0.641375,0.7,0.32,0
KXBTC15M-26JAN181830-30,720,0.564522,0.574652,0.69,0.34,0
KXBTC15M-26JAN181845-45,80,0.000542,0.012711,0.01,0.99,0
KXBTC15M-26JAN181845-45,100,0.000449,0.023456,0.01,0.99,0
KXBTC15M-26JAN181845-45,120,0.000758,0.018522,0.02,0.98,0
KXBTC15M-26JAN181845-45,140,0.013066,0.009659,0.03,0.98,0
KXBTC15M-26JAN181845-45,160,0.025114,0.047124,0.05,0.96,0
KXBTC15M-26JAN181845-45,180,0.077803,0.155744,0.09,0.94,0
KXBTC15M-26JAN181845-45,200,0.080487,0.108697,0.1,0.91,0
KXBTC15M-26JAN181845-45,220,0.077903,0.114671,0.11,0.9,0
KXBTC15M-26JAN181845-45,240,0.063748,0.098329,0.1,0.92,0
KXBTC15M-26JAN181845-45,260,0.140966,0.156147,0.13,0.88,0
KXBTC15M-26JAN181845-45,280,0.159399,0.182089,0.19,0.83,0
KXBTC15M-26JAN181845-45,300,0.235744,0.304817,0.17,0.84,0
KXBTC15M-26JAN181845-45,320,0.419907,0.539208,0.27,0.74,0
KXBTC15M-26JAN181845-45,340,0.595722,0.744601,0.42,0.61,0
KXBTC15M-26JAN181845-45,360,0.605049,0.723249,0.46,0.55,0
KXBTC15M-26JAN181845-45,380,0.630521,0.763977,0.57,0.44,0
KXBTC15M-26JAN181845-45,400,0.653024,0.776408,0.65,0.36,0
KXBTC15M-26JAN181845-45,420,0.574555,0.687758,0.64,0.38,0
KXBTC15M-26JAN181845-45,440,0.620886,0.731366,0.63,0.38,0
KXBTC15M-26JAN181845-45,460,0.61043,0.70419,0.61,0.4,0
KXBTC15M-26JAN181845-45,480,0.449776,0.510733,0.53,0.5,0
KXBTC15M-26JAN181845-45,500,0.451434,0.5156,0.54,0.49,0
KXBTC15M-26JAN181845-45,520,0.48366,0.540466,0.48,0.54,0
KXBTC15M-26JAN181845-45,540,0.475557,0.519335,0.46,0.57,0
KXBTC15M-26JAN181845-45,560,0.397208,0.448176,0.5,0.52,0
KXBTC15M-26JAN181845-45,580,0.37795,0.438014,0.45,0.56,0
KXBTC15M-26JAN181845-45,600,0.396258,0.450862,0.38,0.64,0
KXBTC15M-26JAN181845-45,620,0.428599,0.462022,0.41,0.6,0
KXBTC15M-26JAN181845-45,640,0.484547,0.510348,0.43,0.58,0
KXBTC15M-26JAN181845-45,660,0.62838,0.64306,0.63,0.39,0
KXBTC15M-26JAN181845-45,680,0.662713,0.658701,0.61,0.4,0
KXBTC15M-26JAN181845-45,700,0.629617,0.611717,0.68,0.33,0
KXBTC15M-26JAN181845-45,720,0.69631,0.688321,0.77,0.25,0
KXBTC15M-26JAN181900-00,80,2.3e-05,0.00163,0.01,0.99,0
KXBTC15M-26JAN181900-00,100,7.8e-05,0.008394,0.01,0.99,0
KXBTC15M-26JAN181900-00,120,7.6e-05,0.003288,0.01,0.99,0
KXBTC15M-26JAN181900-00,140,0.001418,0.000596,0.01,0.99,0
KXBTC15M-26JAN181900-00,160,0.001453,0.002789,0.01,0.99,0
KXBTC15M-26JAN181900-00,180,0.001453,0.004588,0.02,0.98,0
KXBTC15M-26JAN181900-00,200,0.0022,0.002233,0.01,0.99,0
KXBTC15M-26JAN181900-00,220,0.0022,0.002997,0.01,0.99,0
KXBTC15M-26JAN181900-00,240,0.002255,0.003066,0.01,0.99,0
KXBTC15M-26JAN181900-00,260,0.003234,0.001652,0.01,0.99,0
KXBTC15M-26JAN181900-00,280,0.003234,0.001477,0.01,0.99,0
KXBTC15M-26JAN181900-00,300,0.003234,0.002155,0.01,0.99,0
KXBTC15M-26JAN181900-00,320,0.007323,0.00292,0.01,0.99,0
KXBTC15M-26JAN181900-00,340,0.007323,0.003794,0.01,0.99,0
KXBTC15M-26JAN181900-00,360,0.007323,0.006159,0.02,0.98,0
KXBTC15M-26JAN181900-00,380,0.009107,0.005127,0.02,0.99,0
KXBTC15M-26JAN181900-00,400,0.003956,0.001856,0.02,0.99,0
KXBTC15M-26JAN181900-00,420,0.003956,0.002951,0.02,0.99,0
KXBTC15M-26JAN181900-00,440,0.006302,0.002632,0.02,0.99,0
KXBTC15M-26JAN181900-00,460,0.006302,0.003135,0.03,0.99,0
KXBTC15M-26JAN181900-00,480,0.011551,0.009357,0.05,0.96,0
KXBTC15M-26JAN181900-00,500,0.010624,0.007078,0.04,0.98,0
KXBTC15M-26JAN181900-00,520,0.011953,0.008866,0.05,0.96,0
KXBTC15M-26JAN181900-00,540,0.020719,0.040985,0.05,0.96,0
KXBTC15M-26JAN181900-00,560,0.02666,0.050061,0.06,0.95,0
KXBTC15M-26JAN181900-00,580,0.011063,0.027947,0.05,0.96,0
KXBTC15M-26JAN181900-00,600,0.011702,0.02847,0.04,0.97,0
KXBTC15M-26JAN181900-00,620,0.011702,0.018325,0.05,0.97,0
KXBTC15M-26JAN181900-00,640,0.012009,0.013558,0.04,0.97,0
KXBTC15M-26JAN181900-00,660,0.012009,0.020212,0.04,0.97,0
KXBTC15M-26JAN181900-00,680,0.014357,0.031795,0.04,0.97,0
KXBTC15M-26JAN181900-00,700,0.014357,0.044761,0.03,0.98,0
KXBTC15M-26JAN181900-00,720,0.022018,0.039468,0.05,0.96,0
KXBTC15M-26JAN181915-15,80,0.000261,0.007918,0.01,0.99,0
KXBTC15M-26JAN181915-15,100,0.000261,0.017092,0.01,0.99,0
KXBTC15M-26JAN181915-15,120,0.000261,0.008336,0.01,0.99,0
KXBTC15M-26JAN181915-15,140,0.005929,0.003582,0.01,0.99,0
KXBTC15M-26JAN181915-15,160,0.005929,0.011325,0.01,0.99,0
KXBTC15M-26JAN181915-15,180,0.005929,0.016336,0.01,0.99,0
KXBTC15M-26JAN181915-15,200,0.008331,0.009475,0.01,0.99,0
KXBTC15M-26JAN181915-15,220,0.008331,0.011814,0.01,0.99,0
KXBTC15M-26JAN181915-15,240,0.008331,0.012027,0.01,0.99,0
KXBTC15M-26JAN181915-15,260,0.012216,0.0082,0.01,0.99,0
KXBTC15M-26JAN181915-15,280,0.012216,0.007638,0.01,0.99,0
KXBTC15M-26JAN181915-15,300,0.012517,0.010474,0.01,0.99,0
KXBTC15M-26JAN181915-15,320,0.027751,0.016858,0.01,0.99,0
KXBTC15M-26JAN181915-15,340,0.027751,0.020345,0.03,0.98,0
KXBTC15M-26JAN181915-15,360,0.027751,0.027893,0.05,0.97,0
KXBTC15M-26JAN181915-15,380,0.002503,0.001038,0.04,0.97,0
KXBTC15M-26JAN181915-15,400,0.002533,0.001075,0.05,0.96,0
KXBTC15M-26JAN181915-15,420,0.002533,0.001779,0.05,0.96,0
KXBTC15M-26JAN181915-15,440,0.003945,0.001464,0.04,0.97,0
KXBTC15M-26JAN181915-15,460,0.003945,0.001782,0.03,0.98,0
KXBTC15M-26JAN181915-15,480,0.003945,0.002841,0.03,0.98,0
KXBTC15M-26JAN181915-15,500,0.006075,0.003707,0.03,0.98,0
KXBTC15M-26JAN181915-15,520,0.006075,0.004142,0.06,0.95,0
KXBTC15M-26JAN181915-15,540,0.006075,0.014486,0.1,0.93,0
KXBTC15M-26JAN181915-15,560,0.00774,0.017578,0.08,0.93,0
KXBTC15M-26JAN181915-15,580,0.00774,0.020898,0.09,0.92,0
KXBTC15M-26JAN181915-15,600,0.00774,0.020302,0.08,0.94,0
KXBTC15M-26JAN181915-15,620,0.010028,0.015905,0.04,0.97,0
KXBTC15M-26JAN181915-15,640,0.010028,0.011334,0.03,0.98,0
KXBTC15M-26JAN181915-15,660,0.010028,0.017189,0.03,0.98,0
KXBTC15M-26JAN181915-15,680,0.014522,0.032093,0.02,0.99,0
KXBTC15M-26JAN181915-15,700,0.018136,0.052891,0.02,0.98,0
KXBTC15M-26JAN181915-15,720,0.018136,0.033487,0.01,0.99,0
KXBTC15M-26JAN181930-30,80,0.989471,0.971533,0.7,0.34,1
KXBTC15M-26JAN181930-30,100,0.981216,0.961002,0.6,0.42,1
KXBTC15M-26JAN181930-30,120,0.990486,0.993204,0.61,0.42,1
KXBTC15M-26JAN181930-30,140,0.888801,0.967206,0.61,0.4,1
KXBTC15M-26JAN181930-30,160,0.896213,0.943015,0.62,0.39,1
KXBTC15M-26JAN181930-30,180,0.894932,0.924378,0.62,0.39,1
KXBTC15M-26JAN181930-30,200,0.69625,0.808796,0.67,0.34,1
KXBTC15M-26JAN181930-30,220,0.737024,0.827897,0.63,0.4,1
KXBTC15M-26JAN181930-30,240,0.363414,0.50304,0.58,0.44,1
KXBTC15M-26JAN181930-30,260,0.417704,0.521527,0.34,0.67,1
KXBTC15M-26JAN181930-30,280,0.605182,0.745245,0.33,0.69,1
KXBTC15M-26JAN181930-30,300,0.76535,0.872912,0.43,0.58,1
KXBTC15M-26JAN181930-30,320,0.711559,0.853045,0.6,0.42,1
KXBTC15M-26JAN181930-30,340,0.803894,0.913146,0.55,0.46,1
KXBTC15M-26JAN181930-30,360,0.773599,0.866382,0.58,0.44,1
KXBTC15M-26JAN181930-30,380,0.460748,0.579674,0.58,0.43,1
KXBTC15M-26JAN181930-30,400,0.548119,0.669912,0.6,0.41,1
KXBTC15M-26JAN181930-30,420,0.188976,0.230827,0.34,0.67,1
KXBTC15M-26JAN181930-30,440,0.204229,0.211823,0.37,0.66,1
KXBTC15M-26JAN181930-30,460,0.196522,0.203039,0.46,0.56,1
KXBTC15M-26JAN181930-30,480,0.187004,0.203975,0.38,0.64,1
KXBTC15M-26JAN181930-30,500,0.219164,0.235302,0.44,0.59,1
KXBTC15M-26JAN181930-30,520,0.219164,0.233318,0.38,0.63,1
KXBTC15M-26JAN181930-30,540,0.411661,0.463699,0.39,0.62,1
KXBTC15M-26JAN181930-30,560,0.429775,0.476889,0.47,0.54,1
KXBTC15M-26JAN181930-30,580,0.59063,0.614239,0.64,0.37,1
KXBTC15M-26JAN181930-30,600,0.59063,0.612213,0.7,0.33,1
KXBTC15M-26JAN181930-30,620,0.578867,0.600318,0.79,0.23,1
KXBTC15M-26JAN181930-30,640,0.53693,0.562243,0.73,0.28,1
KXBTC15M-26JAN181930-30,660,0.558269,0.580543,0.58,0.43,1
KXBTC15M-26JAN181930-30,680,0.534898,0.552964,0.54,0.47,1
KXBTC15M-26JAN181930-30,700,0.531971,0.539235,0.56,0.45,1
KXBTC15M-26JAN181930-30,720,0.524624,0.540449,0.62,0.39,1
KXBTC15M-26JAN181945-45,80,0.999915,0.998756,0.99,0.01,1
KXBTC15M-26JAN181945-45,100,0.999925,0.9985,0.99,0.01,1
KXBTC15M-26JAN181945-45,120,0.999916,0.99981,0.99,0.01,1
KXBTC15M-26JAN181945-45,140,0.998508,0.999867,0.99,0.01,1
KXBTC15M-26JAN181945-45,160,0.990964,0.995261,0.98,0.04,1
KXBTC15M-26JAN181945-45,180,0.993798,0.994348,0.96,0.05,1
KXBTC15M-26JAN181945-45,200,0.96303,0.983405,0.93,0.08,1
KXBTC15M-26JAN181945-45,220,0.98068,0.989654,0.92,0.09,1
KXBTC15M-26JAN181945-45,240,0.929769,0.964643,0.91,0.11,1
KXBTC15M-26JAN181945-45,260,0.907544,0.961997,0.89,0.13,1
KXBTC15M-26JAN181945-45,280,0.916127,0.970508,0.84,0.18,1
KXBTC15M-26JAN181945-45,300,0.910959,0.963053,0.83,0.19,1
KXBTC15M-26JAN181945-45,320,0.881618,0.960903,0.85,0.18,1
KXBTC15M-26JAN181945-45,340,0.806798,0.91497,0.81,0.21,1
KXBTC15M-26JAN181945-45,360,0.7321,0.834275,0.8,0.23,1
KXBTC15M-26JAN181945-45,380,0.680937,0.810061,0.71,0.3,1
KXBTC15M-26JAN181945-45,400,0.530456,0.650415,0.59,0.45,1
KXBTC15M-26JAN181945-45,420,0.477058,0.585317,0.49,0.52,1
KXBTC15M-26JAN181945-45,440,0.526774,0.626954,0.44,0.58,1
KXBTC15M-26JAN181945-45,460,0.421566,0.486578,0.39,0.62,1
KXBTC15M-26JAN181945-45,480,0.34475,0.390518,0.32,0.7,1
KXBTC15M-26JAN181945-45,500,0.373453,0.423184,0.38,0.64,1
KXBTC15M-26JAN181945-45,520,0.346115,0.382713,0.45,0.56,1
KXBTC15M-26JAN181945-45,540,0.316001,0.37701,0.38,0.63,1
KXBTC15M-26JAN181945-45,560,0.261703,0.322732,0.34,0.7,1
KXBTC15M-26JAN181945-45,580,0.35139,0.414849,0.39,0.62,1
KXBTC15M-26JAN181945-45,600,0.322092,0.38571,0.34,0.69,1
KXBTC15M-26JAN181945-45,620,0.470593,0.501128,0.4,0.61,1
KXBTC15M-26JAN181945-45,640,0.520048,0.545579,0.41,0.6,1
KXBTC15M-26JAN181945-45,660,0.443871,0.477204,0.47,0.56,1
KXBTC15M-26JAN181945-45,680,0.463558,0.493808,0.49,0.52,1
KXBTC15M-26JAN181945-45,700,0.396207,0.438204,0.41,0.61,1
KXBTC15M-26JAN181945-45,720,0.377666,0.412602,0.45,0.57,1
KXBTC15M-26JAN182000-00,80,0.000261,0.007917,0.01,0.99,0
KXBTC15M-26JAN182000-00,100,0.000176,0.01359,0.01,0.99,0
KXBTC15M-26JAN182000-00,120,0.000232,0.007643,0.01,0.99,0
KXBTC15M-26JAN182000-00,140,0.004854,0.002787,0.01,0.99,0
KXBTC15M-26JAN182000-00,160,0.004854,0.009281,0.02,0.99,0
KXBTC15M-26JAN182000-00,180,0.003306,0.00965,0.02,0.99,0
KXBTC15M-26JAN182000-00,200,0.024111,0.029947,0.03,0.99,0
KXBTC15M-26JAN182000-00,220,0.031335,0.045876,0.05,0.97,0
KXBTC15M-26JAN182000-00,240,0.017074,0.0254,0.06,0.95,0
KXBTC15M-26JAN182000-00,260,0.020987,0.015765,0.05,0.96,0
KXBTC15M-26JAN182000-00,280,0.036169,0.029344,0.05,0.96,0
KXBTC15M-26JAN182000-00,300,0.036169,0.036191,0.07,0.94,0
KXBTC15M-26JAN182000-00,320,0.049812,0.036549,0.11,0.9,0
KXBTC15M-26JAN182000-00,340,0.090815,0.090792,0.09,0.92,0
KXBTC15M-26JAN182000-00,360,0.10408,0.123353,0.08,0.93,0
KXBTC15M-26JAN182000-00,380,0.111082,0.114109,0.09,0.92,0
KXBTC15M-26JAN182000-00,400,0.093741,0.090951,0.09,0.93,0
KXBTC15M-26JAN182000-00,420,0.111082,0.128931,0.12,0.9,0
KXBTC15M-26JAN182000-00,440,0.130023,0.120311,0.11,0.9,0
KXBTC15M-26JAN182000-00,460,0.129338,0.122668,0.12,0.89,0
KXBTC15M-26JAN182000-00,480,0.143695,0.153043,0.12,0.89,0
KXBTC15M-26JAN182000-00,500,0.155746,0.159385,0.14,0.87,0
KXBTC15M-26JAN182000-00,520,0.159144,0.163596,0.16,0.86,0
KXBTC15M-26JAN182000-00,540,0.159144,0.219376,0.16,0.86,0
KXBTC15M-26JAN182000-00,560,0.212428,0.273645,0.17,0.85,0
KXBTC15M-26JAN182000-00,580,0.26207,0.333411,0.2,0.81,0
KXBTC15M-26JAN182000-00,600,0.254385,0.322941,0.24,0.78,0
KXBTC15M-26JAN182000-00,620,0.266189,0.305196,0.24,0.79,0
KXBTC15M-26JAN182000-00,640,0.184378,0.201447,0.27,0.75,0
KXBTC15M-26JAN182000-00,660,0.154057,0.193175,0.21,0.8,0
KXBTC15M-26JAN182000-00,680,0.271888,0.327025,0.28,0.75,0
KXBTC15M-26JAN182000-00,700,0.271888,0.339659,0.27,0.75,0
KXBTC15M-26JAN182000-00,720,0.28806,0.331249,0.29,0.73,0
KXBTC15M-26JAN182015-15,80,0.995484,0.983491,0.96,0.06,1
KXBTC15M-26JAN182015-15,100,0.998259,0.990324,0.96,0.08,1
KXBTC15M-26JAN182015-15,120,0.999254,0.999012,0.97,0.05,1
KXBTC15M-26JAN182015-15,140,0.944079,0.986875,0.95,0.07,1
KXBTC15M-26JAN182015-15,160,0.96484,0.981333,0.87,0.15,1
KXBTC15M-26JAN182015-15,180,0.974134,0.979249,0.82,0.2,1
KXBTC15M-26JAN182015-15,200,0.828044,0.904516,0.69,0.32,1
KXBTC15M-26JAN182015-15,220,0.856524,0.913041,0.68,0.33,1
KXBTC15M-26JAN182015-15,240,0.667773,0.791019,0.59,0.44,1
KXBTC15M-26JAN182015-15,260,0.633175,0.758004,0.68,0.34,1
KXBTC15M-26JAN182015-15,280,0.589205,0.729392,0.56,0.45,1
KXBTC15M-26JAN182015-15,300,0.792173,0.891752,0.67,0.35,1
KXBTC15M-26JAN182015-15,320,0.567746,0.718168,0.69,0.32,1
KXBTC15M-26JAN182015-15,340,0.720004,0.854216,0.7,0.33,1
KXBTC15M-26JAN182015-15,360,0.512929,0.630893,0.51,0.5,1
KXBTC15M-26JAN182015-15,380,0.462234,0.58147,0.56,0.45,1
KXBTC15M-26JAN182015-15,400,0.475888,0.587522,0.46,0.56,1
KXBTC15M-26JAN182015-15,420,0.470191,0.577713,0.41,0.6,1
KXBTC15M-26JAN182015-15,440,0.46548,0.552916,0.39,0.62,1
KXBTC15M-26JAN182015-15,460,0.372037,0.42484,0.36,0.65,1
KXBTC15M-26JAN182015-15,480,0.508807,0.575725,0.58,0.43,1
KXBTC15M-26JAN182015-15,500,0.480604,0.549265,0.59,0.42,1
KXBTC15M-26JAN182015-15,520,0.522708,0.583589,0.49,0.54,1
KXBTC15M-26JAN182015-15,540,0.407087,0.459658,0.38,0.63,1
KXBTC15M-26JAN182015-15,560,0.249313,0.310609,0.25,0.76,1
KXBTC15M-26JAN182015-15,580,0.249051,0.320966,0.24,0.78,1
